Testbed,Query,MAP,NDCG,MAPwithBRF,NDCGwithBRF,MAPwithSW,NDCGwithSW,MAPwithThes,NDCGwithThes,MAPwithThesAndStop,NDCGwithThesAndStop,MAPwithCom,NDCGwithCom
11,2,0.17643849206349208,0.35600440015192375,0.20253968253968252,0.3801902149762297,0.18625992063492064,0.36114774871560335,0.1951190476190476,0.34650282741792515,0.18595238095238092,0.3406132296467947,0.18595238095238092,0.3406132296467947
11,3,0.47791666666666666,0.8974416663360284,0.48694444444444446,0.9019353824461352,0.47791666666666666,0.8974416663360284,0.4443154761904761,0.8165204831910388,0.4443154761904761,0.8165204831910388,0.4524404761904761,0.8817297706311846
11,4,0.47712301587301587,0.8967920338824555,0.47712301587301587,0.8967920338824555,0.47712301587301587,0.8967920338824555,0.46872023809523816,0.8620764229140668,0.46872023809523816,0.8620764229140668,0.4760416666666667,0.8354093773782707
11,5,0.42581349206349206,0.745261211381672,0.44035714285714284,0.840840418109472,0.42581349206349206,0.745261211381672,0.323015873015873,0.6031156997991075,0.323015873015873,0.6031156997991075,0.3671031746031746,0.7033196399525327
12,1,0.5,1.0,0.5,1.0,0.5,1.0,0.48944444444444446,0.9337457765456111,0.48944444444444446,0.9337457765456111,0.48944444444444446,0.9337457765456111
12,2,0.20750992063492063,0.4046032182632128,0.20750992063492063,0.4046032182632128,0.20750992063492063,0.4046032182632128,0.20267857142857143,0.3718539573761156,0.20267857142857143,0.3718539573761156,0.20267857142857143,0.3718539573761156
12,3,0.36383928571428575,0.7036587397955485,0.36383928571428575,0.7036587397955485,0.36383928571428575,0.7036587397955485,0.36383928571428575,0.7036587397955485,0.36383928571428575,0.7036587397955485,0.36383928571428575,0.7036587397955485
12,4,0.26012896825396825,0.5112630444934616,0.26012896825396825,0.5112630444934616,0.26012896825396825,0.5112630444934616,0.14241071428571428,0.3011638835684164,0.14241071428571428,0.3011638835684164,0.14241071428571428,0.3011638835684164
12,5,0.15485119047619045,0.25480737726646885,0.15485119047619045,0.25480737726646885,0.15485119047619045,0.25480737726646885,0.1464484126984127,0.2200917662980802,0.1464484126984127,0.2200917662980802,0.1464484126984127,0.2200917662980802
13,1,0.2742063492063492,0.6002133926261689,0.2742063492063492,0.6002133926261689,0.20933531746031747,0.5265163831583762,0.31590277777777775,0.6303042701689323,0.19659722222222223,0.5143980877730994,0.18826388888888887,0.5067693283833548
13,2,0.23010912698412697,0.4797021218666123,0.23010912698412697,0.4797021218666123,0.23010912698412697,0.4797021218666123,0.1699107142857143,0.3651143191376402,0.1699107142857143,0.3651143191376402,0.1699107142857143,0.3651143191376402
13,3,0.0,0.0,0.0,0.0,0.013402777777777777,0.09833639916734035,0.0,0.0,0.008402777777777778,0.034715610968388634,0.0025,0.03181039409947586
13,4,0.4106349206349206,0.8507549823616223,0.4106349206349206,0.8507549823616223,0.4106349206349206,0.8507549823616223,0.3578670634920635,0.7285908038273053,0.3578670634920635,0.7285908038273053,0.3695634920634921,0.7355180774812637
13,5,0.16851190476190475,0.2899773651602119,0.16851190476190475,0.2899773651602119,0.16851190476190475,0.2899773651602119,0.12380952380952379,0.2745478892647209,0.12380952380952379,0.2745478892647209,0.11200396825396823,0.2687374555268953
14,1,0.3394345238095238,0.6214077367377081,0.3770734126984127,0.7128759984264873,0.3394345238095238,0.6214077367377081,0.2792361111111111,0.5728130987409938,0.2792361111111111,0.5728130987409938,0.3453769841269841,0.6847669359123423
14,2,0.3781051587301587,0.7618974308495383,0.3781051587301587,0.7618974308495383,0.3781051587301587,0.7618974308495383,0.417063492063492,0.7688765577857102,0.417063492063492,0.7688765577857102,0.43744047619047616,0.840274129803779
14,3,0.37508928571428574,0.7042679592128979,0.37508928571428574,0.7042679592128979,0.3558928571428572,0.69056717706101,0.3502678571428572,0.7157710227062423,0.34360119047619053,0.6814434551671088,0.34360119047619053,0.6814434551671088
14,4,0.3802579365079365,0.7934360433355387,0.3802579365079365,0.7934360433355387,0.3802579365079365,0.7934360433355387,0.27215277777777774,0.5747210527633022,0.3055456349206349,0.6837292600295145,0.3055456349206349,0.6837292600295145
14,5,0.4838591269841269,0.9608008655106622,0.4838591269841269,0.9608008655106622,0.4838591269841269,0.9608008655106622,0.13109126984126981,0.32412959751888176,0.13109126984126981,0.32412959751888176,0.11928571428571429,0.3183191637810562
15,1,0.20961309523809524,0.4153059869255645,0.2101785714285714,0.44922394101100804,0.17956349206349204,0.35959365003604965,0.2438194444444445,0.4431931333352012,0.1227876984126984,0.2329726085570736,0.13990079365079364,0.3857811259405678
15,2,0.26749999999999996,0.5135183571608751,0.26749999999999996,0.5135183571608751,0.30697420634920636,0.606064239400218,0.2958333333333333,0.5626517009642648,0.3257242063492063,0.6418562772485159,0.3351984126984127,0.6467278441987202
15,3,0.26240079365079366,0.5341545950208645,0.2749007936507937,0.5485628753831218,0.3410714285714286,0.6804057792842809,0.2303174603174603,0.4254673847022936,0.3114087301587301,0.5712563621133924,0.3114087301587301,0.5712563621133924
15,4,0.18459325396825396,0.3760261462363949,0.1754861111111111,0.32328690187841913,0.2507738095238095,0.4159435018274462,0.09050595238095237,0.15457433957839825,0.12078373015873016,0.22831611251785563,0.20017857142857146,0.3476293915547282
15,5,0.011974206349206349,0.03668196104968003,0.011974206349206349,0.03668196104968003,0.0650297619047619,0.13886244387355454,0.061865079365079366,0.16121528859428227,0.07057539682539682,0.19231845623131522,0.07057539682539682,0.19231845623131522
16,1,0.21609126984126986,0.36184923445138967,0.2905952380952381,0.45065911279583476,0.21609126984126986,0.36184923445138967,0.09050595238095237,0.14981130594407085,0.09050595238095237,0.14981130594407085,0.09300595238095237,0.18162170004354672
16,2,0.28607142857142864,0.6360114429490501,0.22652777777777774,0.5329662567606166,0.28607142857142864,0.6360114429490501,0.37359126984126984,0.7382849941414745,0.37359126984126984,0.7382849941414745,0.32576388888888885,0.6212384140318277
16,3,0.19498015873015873,0.3100575073036661,0.18373015873015872,0.3018624596082284,0.19498015873015873,0.3100575073036661,0.04758928571428571,0.14774587501964642,0.04758928571428571,0.14774587501964642,0.026696428571428572,0.1054533579437267
16,4,0.11967261904761903,0.17947710508581735,0.09050595238095237,0.14981130594407085,0.11967261904761903,0.17947710508581735,0.04079365079365079,0.14573058135211575,0.04079365079365079,0.14573058135211575,0.018640873015873017,0.07100952858881353
16,5,0.15907738095238094,0.3206837498807606,0.37855158730158733,0.8205228949141828,0.15907738095238094,0.3206837498807606,0.21688492063492065,0.4207464801295095,0.21688492063492065,0.4207464801295095,0.40702380952380957,0.7883346499746096
